geneid	JP6pm	JP8pm	JP10pm	JPMid	JP2am	JP4am	JP6am	JP8am	JP10am	JPnoon	JP2pm	JP4pm
TRINITY_DN30828_c0_g1	15.79	16.73	14.99	13.79	12.13	16.41	12.66	12.41	13.87	13.33	9.15	14
TRINITY_DN35231_c1_g1	1.59	6.22	6.31	7.01	3.9	6.02	1.87	1.04	1.12	2.06	1.34	0.74
TRINITY_DN35346_c2_g1	20.01	21.3	15.12	18.3	15.45	11.52	12.5	10.25	16.19	14.83	16.92	24.21
TRINITY_DN21545_c0_g1	75.76	58.11	62.27	62.99	65.19	69.52	71.38	80.44	78.32	100.77	123.33	94.03
TRINITY_DN25096_c0_g1	28.92	35.9	33.72	32	29.4	23.36	16.42	26.38	19.26	21.33	23.14	32.2
TRINITY_DN27122_c1_g1	16.58	15.53	16.84	18.3	15.71	16.12	17.24	13.21	17.47	17.71	17.89	21.28
TRINITY_DN12709_c0_g1	0	0	0	0	8.94	13.21	0	0	0	0	0	0
TRINITY_DN31156_c2_g1	34.89	40.48	50.12	52.16	43.37	50.74	44.78	34.95	27.4	30.76	26.93	25.19
TRINITY_DN24148_c0_g1	2.04	2.82	2.31	2.6	2.36	4.03	2.05	2.94	0.86	1.43	1.72	1.59
TRINITY_DN30379_c0_g1	6.87	10.33	12.71	12.01	12.96	11.23	8.85	10.54	3.83	3.12	4.14	4.36
TRINITY_DN34359_c0_g2	19.89	23.13	21.39	21.82	17.48	18.29	17.02	13.3	12.51	18.96	17.53	18.53
TRINITY_DN31330_c3_g1	5.11	9.17	11.04	12.79	6.65	11.37	3.96	5.26	5.76	5.85	4.18	2.35
TRINITY_DN36347_c3_g5	52.19	7.68	45.53	10.62	21.05	15.34	7.95	14.26	6.11	12.55	13.48	28.16
TRINITY_DN36347_c3_g4	5.54	4.34	2.63	3.4	5.05	5.14	9.79	24.95	29.39	22.67	23.45	10.2
TRINITY_DN35296_c0_g2	3.22	3.51	3.72	0.72	4.77	4.27	10.07	5.62	3.9	3.86	3.09	1.33
TRINITY_DN27708_c0_g1	8.49	7.05	11.87	11.2	11.23	10.79	9.12	10.6	8.4	9.27	8.92	10.84
TRINITY_DN26676_c0_g1	1.48	1.19	1.6	1.72	2.48	3.85	10.88	21.85	27.1	17.44	23.63	6.86
TRINITY_DN36322_c2_g8	19.13	46.64	58.32	75.58	56.14	61.86	17.19	10.64	18.32	19.27	19.44	16.6
TRINITY_DN34442_c1_g1	13.78	23.15	28.73	33.26	33.45	33.96	25.51	17.4	16.7	14.4	11.8	13.49
TRINITY_DN34085_c2_g2	19.08	24.61	21.87	34.75	11.86	15.73	21.16	15.58	10.91	21.33	21.41	26.77
TRINITY_DN34085_c2_g1	12.12	11.39	14.2	13.79	11.57	11.6	8.24	7.99	6.09	9.3	9.41	9.61
TRINITY_DN60859_c0_g1	0	19.29	0	0	0	0	0	0	0	0	0	0
TRINITY_DN33478_c2_g1	12.03	8.89	7.74	5.92	6.64	6.62	8.14	11.74	7.52	5.97	5.17	8.04
TRINITY_DN32802_c2_g1	8.84	3.45	0	4.68	0	14.63	10.5	3.29	0	0	0	0
TRINITY_DN32083_c1_g1	10.34	11.7	12.6	13.98	10.2	12.1	11.38	4.43	7.7	8.26	9.34	7.99
TRINITY_DN31007_c0_g1	84.21	81.17	78.73	79.57	86.76	84.46	84.56	98.15	85.35	92.68	87.53	82.79
TRINITY_DN31007_c0_g2	10.64	13.99	10.81	13.28	10.65	8.14	5.17	4.17	8.13	6.63	7.49	9.18
TRINITY_DN17033_c0_g1	104.54	123.13	103.78	111.76	111.22	87.55	80.84	92.71	135.99	108.79	115.08	150.17
TRINITY_DN24630_c2_g1	1.75	2.03	1.97	2.36	1.91	1.85	3.62	1.6	2.26	2.17	2.57	2.33
TRINITY_DN24630_c2_g2	91.43	104.47	91.81	90.78	79.26	59.04	52.77	49.13	58.01	51.88	60.49	79.09
TRINITY_DN36169_c2_g1	29.72	29.49	32.72	32.11	29.69	32.2	25.06	24.62	25.71	39.35	40.32	28.73
TRINITY_DN19047_c0_g1	0	2.22	0.78	0	2.01	0.89	0.75	0	2.79	4.79	1.25	0.85
TRINITY_DN22474_c1_g1	35.79	54.11	43	51.43	53.7	20.7	7.78	4.65	44.3	20.93	30.63	30.53
TRINITY_DN29023_c2_g4	0.27	22.17	0	0	0	0	0	0	0	0	0	0.11
TRINITY_DN34396_c1_g2	30.16	43.23	41.43	45.57	40.05	33.9	21.55	21.01	19.01	20.5	23.33	27.85
TRINITY_DN3057_c0_g1	1.29	0	1.27	1.43	1.09	0.99	1.22	1.31	2.72	1.94	1.5	0.45
TRINITY_DN13996_c0_g2	0	0	8.9	0	0	0	0	0	0	0	11.03	0
TRINITY_DN13996_c0_g1	5.21	0	4.05	0	5.45	0	0	0	0	0	2.54	0
TRINITY_DN21383_c0_g1	14.33	13.33	11.79	11.38	8.06	3.52	3.02	3.59	3.92	6.01	4.38	9.06
TRINITY_DN19070_c0_g1	11.3	10.77	11	9.58	11.78	7.52	7.87	6.84	10.54	8.43	12.78	16.95
TRINITY_DN30593_c0_g2	7.02	5.84	4.61	5.13	4.87	3.77	4.62	5.11	7.61	6.11	8.38	8.14
TRINITY_DN36300_c4_g3	1.47	2.52	10.53	8.14	6.8	4.34	5.04	1.27	0	1.12	0	0
TRINITY_DN36300_c4_g2	9.03	14.47	10.51	4.29	4.51	10.33	3.35	11.31	5.09	1.99	6.93	15.44
TRINITY_DN36300_c4_g5	1.22	2.12	2.22	1.36	5.73	1.23	0	0	0	1.9	0.83	0
TRINITY_DN27803_c0_g1	25.11	22.29	17.31	18.96	19.49	16.31	16.72	17.03	19.67	20.95	22.87	30.14
TRINITY_DN36300_c4_g7	7.73	11.83	5.55	1.46	3.25	6.23	6.92	5.26	4.47	2.88	4.53	12.51
TRINITY_DN36300_c4_g8	3.78	1.58	6.59	6.23	0	0	1.59	0	0	2.76	2.31	0
TRINITY_DN34275_c1_g1	6.7	6.16	6.19	6.38	5.62	3.48	3.83	3.31	2.56	3.33	3.46	4.01
TRINITY_DN27397_c0_g4	3.24	1.9	0.95	0.78	0.72	0.35	0.65	0.1	1.02	1.43	2.8	2.35
TRINITY_DN27397_c0_g3	44.16	31.05	12.3	11.56	11.64	8.71	9.4	18.81	15.85	17.58	23.95	30.47
TRINITY_DN34395_c2_g1	12.14	24.86	19.81	34.36	11.84	14.94	10.26	2.92	7.88	17.96	19.48	27.26
TRINITY_DN36105_c0_g5	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN20910_c0_g6	4.05	3.37	6.99	4.43	4.55	5.67	5.07	6.66	1.5	2.93	2.43	0
TRINITY_DN20910_c0_g5	2.13	4.66	3.93	5.92	5.05	5.48	1.87	7.68	0	1.69	0	1.07
TRINITY_DN30527_c1_g1	7.9	9.65	9.71	8.46	7.07	8.48	5.56	4.38	3.81	5.46	5.29	4.99
TRINITY_DN28490_c2_g1	2.64	4.06	4.33	4.88	1.72	3.05	1.25	0.52	0.52	1.66	1.28	0.88
TRINITY_DN28487_c0_g1	17.36	18.05	15.37	17.78	13.53	14.61	12.76	9.23	12.19	15.13	17.47	20.13
TRINITY_DN18417_c0_g1	4.7	5.83	6.02	5.93	5.09	2.26	4.07	4.63	3.94	5.81	5.34	5.09
TRINITY_DN26545_c0_g2	4.08	2.96	4.57	4.2	5.27	6.03	4.74	5.08	3.85	2.75	3.47	2.26
TRINITY_DN26545_c0_g1	8.03	4.73	6.08	6.52	7	5.34	10.04	7.88	7.87	6.48	6.26	5.64
TRINITY_DN27265_c0_g1	27.56	38.12	50.14	55.29	45.53	52.45	46.75	36.37	30.77	30.16	27.42	25.05
TRINITY_DN34456_c1_g1	6.33	5.54	6.8	7.15	7.43	5.33	4.06	3.44	8.62	8.27	9.08	8.76
TRINITY_DN24981_c0_g1	1.88	1.38	2.39	2.44	2.34	4.22	2.06	3.59	1.97	2.19	2.38	1.37
TRINITY_DN34044_c0_g4	771.39	731.56	1316.33	1878.89	3141.25	4370.73	4890.59	6213.24	3580.56	1866.1	949.58	491.38
TRINITY_DN25272_c0_g1	48.93	54.22	64.01	60.55	57.61	60.76	50.44	48.72	41.72	49.46	47.55	38.33
TRINITY_DN24450_c1_g1	61.09	42.73	52.23	51.25	51.09	43.05	42.09	67.36	64.98	65.31	73.29	75.14
TRINITY_DN28566_c0_g1	28.94	31.8	32.67	34.85	36.52	31.24	28.06	29.54	27.53	27.47	27.42	24.59
TRINITY_DN34044_c0_g3	0.88	125.23	0	0	0	0	0	0	0	0	0	0
TRINITY_DN28752_c0_g1	0	0	9.41	0	4.17	0	0	0	0	0	0	3.67
TRINITY_DN36407_c0_g1	1.96	2.49	6.34	5.17	5.9	2.62	1.97	1.32	4.46	1.98	1.57	2.88
TRINITY_DN674_c0_g1	0	0	6.03	0	0	6.15	0	0	0	4.98	0	0
TRINITY_DN36455_c4_g8	1.73	3.01	3.42	3.71	1.74	2.4	1.25	0.68	0.89	1.57	1.43	1.48
TRINITY_DN35469_c1_g12	2.08	5.28	1.45	2.88	2.57	2.63	0.18	0.18	1.13	1.05	0.4	1.63
TRINITY_DN35469_c1_g10	0.85	0	0.37	1.16	0.16	1.36	4.14	3.45	1.56	0.25	0.9	0.26
TRINITY_DN5517_c0_g1	0	0	3.71	0	0	0	0	0	0	0	9.37	0
TRINITY_DN34768_c1_g1	6.76	5.41	5.32	5.43	5.28	5.45	5.63	5.53	6.42	5.8	5.49	5.26
TRINITY_DN26938_c0_g2	21.32	31.59	42.08	41.24	35.8	32.35	47.45	142.07	108.42	28.31	22.77	18.84
TRINITY_DN23134_c0_g1	38.71	30.77	33.75	28	30.26	30.35	27.56	33.76	35.73	39.42	42.9	51.12
TRINITY_DN31897_c0_g7	6.76	9.96	7.2	9.1	6.57	6.22	6.62	5.08	7.19	7.78	8.56	8.44
TRINITY_DN31897_c0_g6	2.31	4.38	3.69	4.78	4.33	3.2	3.35	1.41	2.8	2.35	2.31	2.72
TRINITY_DN31897_c0_g5	1.87	4.97	0.87	5.22	1.12	2.95	0	0	0.77	0.76	0	2.85
TRINITY_DN31897_c0_g3	6.01	3.84	2.68	6.64	5.19	1.47	2.57	0	2.32	1.13	3.89	0
TRINITY_DN31897_c0_g2	5.88	11	8.94	10.85	7.5	6.4	4.87	2.42	3.94	3.23	3.5	4.94
TRINITY_DN35649_c1_g1	18.2	19.68	17.21	16.68	18.46	16.21	16.46	12.6	17.42	18.61	16.46	19.84
TRINITY_DN27213_c4_g1	13.31	18.4	16.26	21.69	22.21	12.81	16.42	13.77	13.21	9.15	15.28	16.8
TRINITY_DN33918_c0_g2	4.49	5.88	5.79	6.77	6.06	6.24	6.02	4.65	5.17	5.04	5.17	4.57
TRINITY_DN32071_c2_g3	8.88	8.45	9	8.41	7.68	7.2	6.62	5.9	6.77	6.63	8.19	8.28
TRINITY_DN29113_c0_g1	33.84	36.43	41.08	39.23	35.23	33.5	25.68	23.07	20.83	23.55	22.37	22.97
TRINITY_DN27431_c3_g1	4.54	3.42	3.26	7.22	3.5	2.28	2.01	1.28	1.97	4.03	4.84	3.21
TRINITY_DN33040_c1_g2	10.91	13.49	15.68	17.74	16.15	19.35	15.51	15.05	15.85	13.62	13.22	13.96
TRINITY_DN33040_c1_g1	1.42	1.89	2.25	2.11	1.73	1.26	1.01	0.55	0.76	0.87	0.27	0.62
TRINITY_DN33017_c2_g6	0.74	0.64	0.58	0.46	0.6	0.53	1.32	0.95	2.63	1.51	0.74	0.34
TRINITY_DN12410_c0_g2	1.89	0	4.94	6.23	6.41	7.14	1.59	1.57	0	0	0	0
TRINITY_DN29520_c1_g1	3.17	3.81	6.39	3.09	2.53	4.42	2.71	1.77	1.44	3.5	3.73	2.8
TRINITY_DN33017_c2_g9	1.29	2.01	6.27	4.99	3.09	1.79	0.85	0.3	0.99	0.41	0.44	0.48
TRINITY_DN33017_c2_g8	0	0	0	14.37	0	10.75	0	0	8.58	0	0	0
TRINITY_DN35823_c1_g1	5.63	7.37	5.18	8.02	5.91	7.61	3.98	4.34	4.06	3.79	3.7	6.55
TRINITY_DN26206_c0_g1	6.29	8.43	6.9	7.89	6.48	5.29	6.29	4.63	7.78	6.85	7.8	8.93
TRINITY_DN35174_c0_g7	2.68	1.21	1.28	2.99	2.47	0	0.61	1.29	0	1.14	1.06	0.69
TRINITY_DN17400_c1_g1	23.12	3.49	0.25	0.79	1.26	0	0	0	0	3.29	19	27.28
TRINITY_DN17097_c0_g1	4.66	4.38	3.51	3.6	2.12	1.86	1.5	1	3.19	3.8	5.58	6.06
TRINITY_DN20450_c0_g1	8.47	5.18	6.82	7.87	12.28	9.98	11.82	9.81	8.98	9.21	8.62	7.85
TRINITY_DN22989_c0_g1	8.36	5.02	4.07	4.6	2.61	2.07	2.06	2.14	2.24	5.63	6.25	8.8
TRINITY_DN6628_c0_g1	0.14	19.16	0	0	0	0	0	0	0	0	0	0
TRINITY_DN34777_c0_g1	13.23	16.64	14.49	15.58	13.71	12.79	15.57	18.12	27.17	14.96	16.73	17.56
TRINITY_DN36323_c2_g20	0	3.89	0	15.89	0	0	0	3.69	0	0	2.47	0
TRINITY_DN22556_c0_g3	44.83	105.01	106.44	153.08	146.33	110.33	72.24	36.24	45.46	32.35	34.02	43.92
TRINITY_DN22556_c0_g1	1.93	6.47	10.08	2.12	0	5.46	9.72	0	2.88	0	3.53	9.44
TRINITY_DN23247_c0_g2	15.93	12.78	26.18	10.27	6.91	2.77	7.73	2.47	4.41	4.34	5.17	9.08
TRINITY_DN26822_c0_g1	10.8	12.89	11.79	11.35	8.37	7.67	13.27	7.58	9.36	10.64	10.16	11.41
TRINITY_DN36394_c0_g2	1.37	2.42	3.43	4.17	3.61	3.21	3.73	1.41	2.67	1.83	1.86	1.69
TRINITY_DN36394_c0_g3	0	0.66	2.96	4.2	1.4	1.99	0	1.42	2.96	0.39	1.08	0
TRINITY_DN36394_c0_g1	4.54	6.72	13.37	12.08	10.1	10.59	9.54	4.75	11.19	6.34	6.1	3.81
TRINITY_DN33196_c2_g9	5.38	7.76	8.16	10.19	4.48	9.87	4.47	1.66	2.96	5.26	3.98	3.69
TRINITY_DN33196_c2_g2	11.53	24.82	28.73	31.42	19.8	28.44	16.43	8.41	16	13.84	14.47	13.16
TRINITY_DN29057_c1_g2	11.66	14.86	13.86	15.68	12.29	12.53	10.94	9.76	13.1	12.7	13.48	12.45
TRINITY_DN33196_c2_g5	8.73	15.19	10.39	15.53	14.66	14.68	13.63	11.56	12.76	18.16	17.95	11.67
TRINITY_DN33196_c2_g4	0	3.61	3.82	4.51	0.98	3.46	2.18	0.76	1.36	0.67	0.61	0.82
TRINITY_DN18217_c0_g1	2.4	3.12	4.38	5.33	1.41	1.21	0	2.13	0.96	0	0	0
TRINITY_DN32257_c0_g1	0	0	20.9	16.95	11.26	8.66	0	0	6.9	0	0	9.97
TRINITY_DN27953_c0_g1	3.87	2.67	3.69	4.53	3.1	2.6	3.42	2	2.9	4.11	6.22	5.82
TRINITY_DN22567_c0_g1	4.15	4.53	3.77	3.7	2.76	3.03	2.92	3.04	2.57	4.03	4.5	3.72
TRINITY_DN31442_c0_g1	34.5	38.4	39.02	34.94	33.35	32.45	27.55	25.55	23.25	35.13	34.74	38.32
TRINITY_DN31442_c0_g2	37.06	40.04	37.16	40.18	34.07	34.1	27.79	25.59	31.83	35.1	34.35	38.67
TRINITY_DN19619_c1_g2	1.16	0.36	0	0.85	0	0.45	0	1.98	2.47	5.3	4.84	2.02
TRINITY_DN17681_c0_g1	0	0	11.34	0	0	0	0	0	0	0	3.04	0
TRINITY_DN35781_c1_g1	4.31	4.84	7.27	6.09	5.19	5.09	4.36	2.1	2.93	2.97	2.71	2.3
TRINITY_DN36483_c10_g1	9.56	5.11	7.85	3.42	0	5.54	7.73	7.4	6.62	8.68	8.61	0
TRINITY_DN27809_c0_g4	5.8	7.54	2.52	1.81	1.52	0.68	0.46	0.5	0.36	0.94	1.67	3.94
TRINITY_DN19338_c0_g1	6.02	4.81	7.47	5.92	5.67	3.64	2.65	3.01	3.32	3.99	3.15	8.95
TRINITY_DN34023_c4_g1	7.02	8.85	7.78	7.97	6.19	6.21	6.19	6.39	8.97	6.72	6.27	7.9
TRINITY_DN34023_c4_g5	3.79	8.99	9.16	28.28	4.05	16.05	3.03	0	0	0	1.97	0
TRINITY_DN35824_c1_g2	2.26	3.68	4.14	4.51	1.33	2.61	2.74	1.07	1.05	2.57	2.14	1.1
TRINITY_DN31056_c1_g11	5.5	2.88	8.1	8.57	3.9	3.38	4.83	6.91	4.44	3.48	10.77	5.53
TRINITY_DN35824_c1_g1	2.27	1.87	1.52	1.09	1.02	1.24	1.06	0.61	0.88	0.96	1.22	1.24
TRINITY_DN36333_c2_g4	6.44	4.89	14.71	0	0	0	0	0	8.04	24.25	0	0
TRINITY_DN28282_c0_g1	3.31	3.46	4.62	4.6	4.56	4.18	3.93	1.67	2.28	3.32	3.3	4.65
TRINITY_DN36413_c3_g11	4.42	11.32	9.21	4.89	5.1	5.78	6.31	0	1.14	10.04	3.83	1.46
TRINITY_DN29987_c0_g2	4.14	6.88	1.78	13.59	2.32	1.93	1.73	0	4.58	1.49	0	0
TRINITY_DN35473_c0_g5	9.73	8.38	11.85	14.17	14.76	17.21	18.98	13.42	16.4	17.15	19.4	13.93
TRINITY_DN35473_c0_g4	1.03	1.88	1.42	0.79	1.6	1.76	1.88	3.02	1.99	1.49	3.52	1.63
TRINITY_DN35473_c0_g6	3.68	3.39	3.94	6.86	5.82	7.83	7.01	6.27	4.3	6.51	6.39	5.07
TRINITY_DN36470_c3_g12	1.21	4.33	7.87	6.9	4.42	6.19	4.05	0.66	1.11	3.11	2.27	2.24
TRINITY_DN31391_c1_g9	1.2	3.48	4.13	4.95	3.89	5.01	1.05	0.98	0.29	1.2	0.78	1.43
TRINITY_DN36333_c2_g1	1.36	1.04	2.5	2.27	1.68	1.95	1.07	0.39	0.5	1.21	0.93	0.6
TRINITY_DN36470_c3_g18	2.68	2.38	4.19	7.48	5.38	7.56	1.6	0	0	1.46	1.32	3.64
TRINITY_DN36470_c3_g19	17.93	16.21	18.31	18.7	15.08	17.72	13.89	9.04	18.73	13.79	11.9	12.05
TRINITY_DN19053_c1_g1	1.52	2.15	1.48	1.24	0.98	0.43	0.34	0.74	2.64	2.01	1.84	1.79
TRINITY_DN35452_c3_g1	9.48	10.07	7.75	10.27	7.87	6.32	8.16	13.62	35.75	21.64	19.62	16.03
TRINITY_DN35966_c3_g2	3.32	4.15	3.06	3.07	2.02	1.74	1.79	1.61	1.73	1.78	1.96	1.51
TRINITY_DN35662_c1_g1	7.44	6.54	3.8	5.37	6.02	4.06	2.86	3.13	5.36	4.22	4.28	7.23
TRINITY_DN33085_c0_g1	2.3	2.04	2.19	2.58	1.93	1.73	1.38	0.54	1.14	1.68	1.61	1.18
TRINITY_DN13483_c0_g1	20.54	19.52	22.12	24.14	21.76	19.32	21.38	17.33	23.94	17.73	22.45	24.31
TRINITY_DN9804_c0_g2	0.25	24.27	0	0	0	0	0	0	0	0	0	0
TRINITY_DN36240_c1_g4	14.33	20.45	18.3	18.48	13.32	15.11	15.82	14	20.75	17.52	18.68	21.63
TRINITY_DN33982_c0_g6	3.01	3.05	3.02	1.89	2.1	4.1	3.09	1.56	0.89	1.59	2.35	1.69
TRINITY_DN36240_c1_g2	11.81	10.04	13.99	13.17	13.98	10.84	12.35	4.93	4.38	8.88	8.7	5.97
TRINITY_DN32777_c0_g1	9.46	8.77	10.02	10.14	8.38	9.84	7.81	8.92	6.19	8.06	8.27	7.85
TRINITY_DN29359_c4_g1	3.73	6.54	4.14	4.96	3.87	2.9	2.98	2.81	4.1	2.5	4.08	4.79
TRINITY_DN23575_c0_g1	1.88	4.37	3.87	2.61	2.32	3.95	2.45	2.68	1.98	1.45	3.13	1.47
TRINITY_DN28782_c1_g1	1.61	2.4	2.92	5.07	3.05	2.49	2.09	2.81	3.04	2.63	2.86	2.9
TRINITY_DN34728_c0_g1	90.73	40.04	25.04	38.41	24.17	16.82	14.67	17.46	28.38	51.32	75.58	60.75
TRINITY_DN34250_c5_g6	1.68	2.05	1.09	1.25	2.09	2.51	2.08	0	0.49	0	1.85	0
TRINITY_DN29101_c0_g1	8.7	8.84	7.15	6.89	8.23	2.95	2.43	1.75	3	2.93	3.94	6.71
TRINITY_DN34250_c5_g2	1.79	4.76	3.35	3.99	3.23	0.94	0	1.65	0	1.46	5.27	0
TRINITY_DN31954_c0_g3	1.44	0.6	14.66	0.31	0.43	1.68	0.42	0.5	0.7	0.96	0.94	0.52
TRINITY_DN31954_c0_g2	1	2.22	2.63	1.98	3.34	3.19	1.86	3.59	2.53	1.01	3.43	3.02
TRINITY_DN23919_c0_g1	54.46	55.75	42.75	48.12	36.49	29.48	34.32	29.44	31.27	31.27	33.97	49.18
TRINITY_DN25095_c0_g3	13.88	13.81	39.53	22.28	11.21	11.91	8.36	5.31	0	2.34	1.84	6.56
TRINITY_DN25095_c0_g4	3.29	6.42	13.15	6.97	3.35	9.69	4.37	2.71	1.17	2.88	1	3.74
TRINITY_DN25095_c0_g6	0.56	5.13	7.07	1.25	0	3.77	2.6	2.76	0	0.49	0	2.9
TRINITY_DN28924_c0_g1	46.41	43.55	44.48	43	40.67	42.32	40.14	36.5	27.77	35.16	35.51	36.46
TRINITY_DN33262_c4_g6	1.76	6.26	4.13	5.9	5.31	6.53	1.58	0.82	0	1.44	1.3	6.27
TRINITY_DN33262_c4_g5	9.3	6.77	9.26	10	6.9	9.56	8.17	5.33	6.75	4.89	9.17	7.75
TRINITY_DN33262_c4_g3	13.78	12	11.53	11.93	12.08	14.83	15.07	17.88	18.48	18.31	16.89	15.19
TRINITY_DN33262_c4_g2	19.74	10.21	6	8.19	11.5	17.52	28.85	44.5	30.73	39.15	34.92	21.84
TRINITY_DN32101_c0_g1	51.3	44.21	46.76	45.01	37.86	33.06	30.63	29.54	39.85	38.61	37.56	57.1
TRINITY_DN33262_c4_g8	12.42	3.33	4.59	8.61	4.54	5.01	5.46	4.05	3.93	6.24	4.53	5.6
TRINITY_DN36020_c4_g1	15.8	18.81	22.02	22.45	18.48	19.99	17.19	14.34	11.76	13.84	15.45	13.45
TRINITY_DN45399_c0_g1	0	18.29	0	0	0	0	0	0	0	0	0	0
TRINITY_DN33644_c4_g2	2.78	5.46	4.47	5.27	1.82	2.96	1.06	0.82	1.89	2.71	1.57	1.96
TRINITY_DN33701_c0_g1	313.12	349.2	292.13	328.22	330.71	230.21	208.26	233.9	394	248.45	289.02	376.18
TRINITY_DN34333_c2_g2	2.66	3.5	3.72	3.51	3.59	3.29	2.44	2.19	2.21	3	3.19	2.57
TRINITY_DN29043_c0_g1	18.72	17.38	21.28	20.11	17.89	15.11	14.85	11.13	10.18	19.58	17.82	18
TRINITY_DN35641_c3_g4	9.97	8.15	16.45	10.2	4.02	7.98	5.23	6.21	3.48	5.48	14.33	11.01
TRINITY_DN27521_c0_g1	12.65	11.54	12.29	11.89	15.02	13.52	13.08	12.97	11.23	10.88	13.45	12.93
TRINITY_DN27912_c0_g2	105.79	96.22	97.33	96.58	129.59	116.69	110.88	184.34	188.63	127.63	141.1	122.27
TRINITY_DN24663_c0_g1	10.86	10.79	10.31	12.51	10.5	9.58	10.26	9	9.72	10.52	11.99	8.95
TRINITY_DN31781_c2_g3	1.62	2.15	5.98	5.67	2.27	3.74	3.13	1.24	1.15	2.35	3.02	1.72
TRINITY_DN22783_c0_g1	4.68	4.67	4.58	5.24	4.14	5.19	4.13	2.38	2.36	4.14	3.88	3.76
TRINITY_DN30848_c2_g2	0	13.61	6.75	0	0	0	0	0	0	0	0	8.29
TRINITY_DN28640_c0_g1	6.24	7.54	9.1	7.88	5.49	6.48	4.72	3.13	7.56	5.57	5.46	6.78
TRINITY_DN30848_c2_g1	0	15.4	12.54	8.31	0	6.58	0	0	2.62	0	4.04	14.68
TRINITY_DN28382_c1_g13	2.17	3.01	3.07	3.32	2.79	2.2	1.68	0.69	1.42	1.89	1.99	1.92
TRINITY_DN28382_c1_g12	6.84	5.09	6.59	7.63	5.38	6.89	2.29	4.84	3.78	1.6	1	0
TRINITY_DN34463_c4_g1	2.13	1.78	2.44	1.73	0.81	0.89	1.83	1.04	1.91	2.86	3.53	1.25
TRINITY_DN28225_c0_g1	8.08	10.35	8.06	9.35	6.43	6.03	5.7	3.48	6.7	5.29	6.14	8.47
TRINITY_DN29158_c0_g2	0.94	1.23	0.89	1.89	1.11	1.09	1.03	0.95	1.51	0.98	2.32	1.25
TRINITY_DN31196_c2_g2	11.18	11.19	16.06	15.64	14.81	13.48	14.18	13.64	11.01	7.51	7.5	8.52
TRINITY_DN31617_c0_g1	111.91	118.88	126.53	121.39	105.24	125.87	111.53	124.01	80.62	96.17	89.43	85.12
TRINITY_DN32882_c1_g7	9.22	11.67	11.68	11.56	15.03	7.17	6.43	9.97	7.73	6.85	6.27	8.38
TRINITY_DN27057_c5_g1	14.19	22.15	18.47	19.63	14.67	12.06	9.02	5.75	5.18	8.6	8.46	9.12
TRINITY_DN29760_c0_g1	1.72	2.39	2.07	1.87	2.26	1.32	1.4	1.1	1.43	1.33	1.33	1.26
TRINITY_DN18746_c0_g1	3.16	7.47	6.33	13.21	6.92	5.63	7.67	6.3	6.48	5.94	7.96	5.33
TRINITY_DN32882_c1_g8	35.9	26.98	35.68	48.95	60.71	60.55	69.41	95.53	71.91	65.58	74.83	68.13
TRINITY_DN34627_c4_g1	2.3	2.09	2.97	3.65	1.61	2.35	1.22	0.72	0.94	1.2	1.6	1.44
TRINITY_DN31910_c2_g2	24.54	26.62	27.08	25.54	22.51	19.11	15.45	16.91	11.74	15.61	20.36	20.12
TRINITY_DN22912_c0_g1	10.57	11.57	11.12	10.92	9.66	9.2	6.48	5.38	5.55	8.98	10.04	12.67
TRINITY_DN17629_c0_g2	0	16.03	15.81	11.08	21.97	23.93	8.3	0	6.36	0	0	0
TRINITY_DN33382_c0_g1	12.09	14.03	22.34	23.51	25.35	23.18	19.34	19.99	13.73	10.79	11.34	8.87
TRINITY_DN17754_c0_g1	25.46	40.27	53.95	31.34	29.78	48.87	35.35	43.51	33.83	24.52	21.82	20.86
TRINITY_DN21502_c1_g1	4.15	0	6.62	4.41	0	0	0	0	0	0	0	3.89
TRINITY_DN29314_c0_g4	2.99	2.58	1.17	1.39	2.22	1	0.73	0.95	1.37	1.9	2.96	3.95
TRINITY_DN29314_c0_g5	9.66	5.35	4.24	2.49	0.91	0.8	1.35	2.82	3.79	1.87	9.17	0.76
TRINITY_DN29314_c0_g2	0	5.24	0	0	0	0	0	0	0	8.65	0	25.36
TRINITY_DN36077_c1_g1	1.46	1.67	2.64	2.08	1.4	1.55	1.06	0.35	0.55	0.84	1.07	1.42
TRINITY_DN29314_c0_g1	19.11	16.17	12.28	10.93	8.75	8.38	3.93	4.77	8.51	14.9	18.45	23.61
TRINITY_DN29694_c0_g2	0	0.68	0	0.8	2.31	0.42	1.39	0.75	3.65	3	2.95	3.79
TRINITY_DN29314_c0_g8	15.83	8.2	11.68	7.86	6.55	5.7	4.07	5.04	4.47	14.4	14.63	16.07
TRINITY_DN26567_c0_g1	21.08	25.61	23.86	25.32	21.03	19.58	19.01	21.41	25.81	24.92	24.64	26.33
TRINITY_DN32591_c1_g2	4.98	5.08	4.07	5.19	4.15	2.53	4.05	1.78	2.83	2.5	3.07	3.56
TRINITY_DN32591_c1_g3	36.45	40.17	8.11	32.82	49.09	9.96	33.48	22.8	54.23	30.09	10.15	19.3
TRINITY_DN34656_c0_g1	70.73	135.69	76.05	46.82	103.44	79.05	72.86	85.59	134.81	24.01	50.26	66.63
TRINITY_DN42834_c0_g1	0	25.69	0	0	0	0	0	0	0	0	0	0
