geneid	JP6pm	JP8pm	JP10pm	JPMid	JP2am	JP4am	JP6am	JP8am	JP10am	JPnoon	JP2pm	JP4pm
TRINITY_DN28352_c0_g1	60.84	56.24	55.46	50.55	46.07	43.03	38.66	37.43	33.51	43.6	43.48	46.32
TRINITY_DN24824_c0_g1	52.28	56.26	76.28	75.79	68.92	80.89	66.34	57.02	36.54	51.84	48.8	37.07
TRINITY_DN29516_c1_g3	25.97	32.42	25.68	27.72	20.8	22.07	20.29	17.51	20.89	22.15	27.85	29.63
TRINITY_DN29516_c1_g2	15.1	22.99	21.45	25.9	12.35	19.19	10.24	6.78	7.61	10.45	12.47	11.54
TRINITY_DN32710_c2_g1	1.99	5.53	2.37	3.52	2.94	1.45	1.83	3.66	6.59	5.44	8.89	5.5
TRINITY_DN32710_c2_g2	29.64	51.01	39.89	56.03	48.96	35.82	23.31	38.05	35.1	22.43	21.75	31.82
TRINITY_DN29719_c0_g1	92.02	95.17	92.74	81.35	82.79	64.27	46.96	62.86	63.23	80.91	91.67	90.1
TRINITY_DN27019_c0_g1	5.94	6.12	5.31	5.96	5.59	4.12	5.5	7.9	8.46	5.3	6.53	7.84
TRINITY_DN33470_c0_g1	13.78	20.02	18.98	20.89	18.59	18.49	14.26	8.57	12.35	10.79	12.33	11.3
TRINITY_DN33470_c0_g3	3.7	9.44	5.42	5.57	3.9	4.76	2.09	2.12	5.02	3.7	2.92	3.6
TRINITY_DN33470_c0_g4	2.54	2.77	3.41	1.7	2.07	1.57	0.64	0.52	1.25	2.07	0.99	3.54
TRINITY_DN21593_c0_g2	360.05	420.09	306.36	408.28	370.37	259.73	330.56	525.09	878.81	353.51	485.75	409.06
TRINITY_DN33301_c0_g2	55.5	52.38	37.79	39.9	37.65	21.85	31.62	19.37	26.97	25.37	25.36	45.6
TRINITY_DN33301_c0_g1	7.74	16.24	13.45	15.94	13.18	9.72	8.11	6.36	9.17	6.71	7.12	7.92
TRINITY_DN33658_c1_g2	3.03	5.12	3.65	4.6	5	5.2	3.65	2.41	2.64	2.97	2.66	3.3
TRINITY_DN33658_c1_g1	10.85	4.41	0	5.87	0	7.26	0	2.14	3.84	5.65	3.04	7.8
TRINITY_DN33658_c1_g5	2.53	4.9	7.75	6.71	6.37	8.13	4.38	1.47	2.31	1.52	2.25	2.68
TRINITY_DN30957_c3_g2	11.88	12.03	11.75	13.02	9.97	11.47	11.66	8.77	9.45	11.96	11.44	12.59
TRINITY_DN36403_c0_g4	74.67	107.73	101.79	118.9	104.53	80.38	76.17	65.88	91.44	57.23	70.98	85.86
TRINITY_DN30376_c4_g1	3.22	4.1	1.86	4.32	4.77	12.09	4.74	1.25	5.02	4.96	9.78	3.99
TRINITY_DN30376_c4_g2	2.65	3.96	4.23	2.96	3.24	3.37	2.54	1.58	1.33	1.44	1.13	1.18
TRINITY_DN20876_c0_g1	357.13	309.59	294.48	307.42	363.74	195.16	240.89	274.43	319.32	192.82	216.68	329.93
TRINITY_DN27997_c0_g1	14.79	19.73	15.38	17.77	20.9	52.94	80.23	126.48	99.27	52.97	42.51	27.11
TRINITY_DN35492_c0_g1	1.01	0.86	1.81	2.81	1.8	2.52	1.9	0.97	1.5	1.79	1.47	1.2
TRINITY_DN24331_c0_g2	41.42	45.15	34.46	37.28	41.2	25.98	13.11	10.66	17.07	16.68	15.95	32.62
TRINITY_DN29523_c0_g1	8.51	10.48	8.5	9.26	6.65	6.49	7.42	4.7	5.64	6.2	6.39	7.2
TRINITY_DN11727_c0_g1	7.73	4.2	13	13.97	28.38	23.17	35.91	40.98	18.4	45.07	33.62	29.71
TRINITY_DN31105_c3_g1	1.72	7.81	4.89	4.22	1.92	1.31	0.24	0.41	0.98	1.24	1.23	2.29
TRINITY_DN28509_c0_g9	1.48	1.04	3.67	2.86	1.89	2.6	1.42	1.91	1.02	0.68	0.33	2.72
TRINITY_DN20970_c0_g2	60.59	78.07	67.09	74.78	60.86	48.42	22.98	15.45	22.27	30.01	34.34	45.2
TRINITY_DN29182_c0_g2	18.24	17.67	13.52	14.24	13.03	11.84	14.42	18.86	18.6	15.25	16.57	19.87
TRINITY_DN33200_c1_g1	7.37	7.03	5.27	5	3.1	3.92	2.18	1.65	2.99	4.39	6.72	8.98
TRINITY_DN35307_c0_g4	10.85	0	3.72	2.37	0	0	0	0	0	3.11	1.28	0
TRINITY_DN23637_c0_g1	0.32	0	0.32	0.71	0.83	3.45	6.89	3.72	3.01	1.82	1.8	0.68
TRINITY_DN35307_c0_g1	3.3	4.66	3.73	5.65	5.49	5.36	5.66	3.52	6.17	3.98	4.83	4.81
TRINITY_DN29202_c0_g13	0.54	2.33	1.64	3.86	2.11	2.94	0.8	0.58	0.51	1.3	1.3	0.29
TRINITY_DN30960_c0_g10	20.69	11.69	7.57	10.88	17.08	10.1	7.75	13.67	13.11	9.65	10.41	12.71
TRINITY_DN14182_c0_g1	87.3	92.19	73.31	80.7	48.49	61.59	42.11	23.26	17.48	50.18	35.55	26.76
TRINITY_DN36439_c3_g2	0	1.38	1.44	1.8	1.86	3.15	2.77	0	0	2.43	1.03	0
TRINITY_DN36439_c3_g1	0	1.3	1.36	6.77	5.29	0	0	0	1.18	1.15	1.97	0
TRINITY_DN14182_c0_g2	18.61	12.12	14.82	13.76	7.02	12.94	5.29	2.69	1.49	11.73	10.81	7.1
TRINITY_DN29170_c1_g1	2.03	2.4	1.86	2.18	2.14	1.87	2.04	1.82	2.64	2.29	2.7	2.39
TRINITY_DN29170_c1_g2	6.93	36.69	36.69	0	14.28	26.89	16.1	19.65	8.58	17.29	19.19	12.68
TRINITY_DN30255_c1_g7	2.04	3.13	7.65	6.83	7.68	11.71	16.76	7.7	11.78	8.2	10.41	8.19
TRINITY_DN28896_c1_g8	12.38	20.34	14.1	14.06	7.56	4.96	4.3	7.7	10.16	11.01	16.93	11.07
TRINITY_DN30255_c1_g2	7.79	5.84	29.1	8.03	39.85	35.67	30	10.92	9.48	14.41	28.16	35.43
TRINITY_DN36348_c2_g3	7.6	2.19	3.45	2.81	4.44	5.09	0	1.11	1	1.96	5.98	1.26
TRINITY_DN28896_c1_g2	30.57	35.76	28.57	34.72	33.86	11.41	14.73	17.27	16.41	18.25	29.82	32.87
TRINITY_DN28896_c1_g6	14.93	26.68	19.66	19.26	10.76	6.97	5.48	8.89	14.4	13.39	16.78	12.53
TRINITY_DN28896_c1_g4	4.93	5.76	5.43	3.71	1.67	1.31	0.42	0.23	1.65	2.51	3.2	4.31
TRINITY_DN13873_c0_g2	0	0	0	9.08	0	3.56	0	0	0	0	0	0
TRINITY_DN30177_c0_g1	80.02	84.72	80.49	78.07	59.43	57.45	44.61	38.89	36.8	55.9	51.69	67.93
TRINITY_DN30654_c0_g1	3.97	5.34	3.59	3.76	3.58	2.08	2.91	2.17	1.65	3.07	3.97	1.78
TRINITY_DN35874_c2_g4	2.49	4.89	7.01	9.94	4.33	5.62	5.67	2.1	4.98	5	4.24	2.35
TRINITY_DN35426_c1_g2	116.95	114.42	103.94	110.51	98.7	95.21	95.63	106.3	105.82	110.39	106.89	120.57
TRINITY_DN35874_c2_g6	5.07	10.53	14.83	20.03	10.33	12.71	8.53	5.08	9.71	8.69	7.38	5.92
TRINITY_DN4455_c0_g1	0.92	1.63	2.58	1.03	0	0	0	0	0	2.24	3.37	0
TRINITY_DN33711_c1_g1	1.05	1.37	1.51	2	2.42	2.23	2.81	0.78	1.11	0.64	0.8	0.7
TRINITY_DN30624_c0_g1	2.05	3.04	3.66	3.16	2.37	2.78	2.2	1.25	2.09	2.08	2.4	2.1
TRINITY_DN30624_c0_g2	0	1.48	2.61	3.58	1.34	2.42	0.5	0.53	0.47	1.41	0.45	1.67
TRINITY_DN24949_c1_g1	0	7.11	0	19.29	4.82	0	0	0	0	5.95	0	0
TRINITY_DN27364_c1_g6	52.56	25.53	18.14	25.74	36.71	70.21	115.11	197.24	203.39	205.53	173.02	92.5
TRINITY_DN13048_c0_g3	0	0	6.03	0	0	0	0	0	0	0	7.28	0
TRINITY_DN22689_c0_g1	18.14	19.32	19.51	22.19	15.7	14.34	11.17	7.35	12.63	11.48	12.57	14.06
TRINITY_DN13048_c0_g1	2.71	0	0	8.8	0	0	2.22	2.14	0	0	1.52	0
TRINITY_DN29273_c0_g1	2.12	1.76	1.82	4.63	7.12	1.97	1.76	0	1.56	4.57	0	4.12
TRINITY_DN24353_c0_g1	3.39	5.19	2.7	3.95	2.81	2.97	2.69	3.22	5.61	4.12	4.36	4.75
TRINITY_DN58516_c0_g1	0	8.36	0	0	0	0	8.67	0	0	0	0	0
TRINITY_DN26348_c0_g1	25.89	24.4	30.58	33.74	42.67	66.19	115.28	114.11	102.52	79.13	76.79	44.75
TRINITY_DN8439_c0_g1	0	8.29	0	28.26	0	0	0	0	6.9	3.45	0	0
TRINITY_DN27151_c3_g1	8.85	11.7	8.58	12.58	11.51	12.18	15.3	8.32	16.45	16.74	16.59	10.55
TRINITY_DN29793_c0_g1	4.87	9.98	7.18	10.4	7.15	7.14	5.59	1.8	2.57	2.39	2.26	3.76
TRINITY_DN31350_c0_g1	45.57	66.88	72.76	81.38	69.47	62.41	43.39	29.37	29.51	30.35	31.51	38.49
TRINITY_DN27042_c4_g1	1.36	1.22	1.28	1.13	1.28	1.37	0.96	1.07	1.16	1.05	1.12	1.4
TRINITY_DN63493_c0_g1	0	6.06	0	0	0	0	0	5.66	0	0	0	0
TRINITY_DN31589_c0_g3	3.18	1.46	5.16	5.9	3.32	4.19	0.49	0	2.34	0.93	2.21	0
TRINITY_DN31589_c0_g1	3.12	4.51	3.19	4.72	2.68	3	1.79	1.49	2.11	1.65	1.34	1.64
TRINITY_DN31589_c0_g5	6.48	8.09	8.51	8.58	4.91	5.81	2.55	2	3.23	3.19	3.08	3.5
TRINITY_DN31589_c0_g4	1.55	1.39	0.73	1.73	8.48	0.83	1.4	1.46	2.62	0.64	1.77	3.17
TRINITY_DN20483_c2_g1	5.35	7.27	3.45	1.85	4.04	0.78	0.75	0.68	1.24	0.63	1.98	4.09
TRINITY_DN30701_c0_g1	17.4	23.3	22.89	29.34	24.2	22.05	19.93	14.39	15.3	12.89	14.46	16.13
TRINITY_DN30164_c0_g3	2.53	4.32	4.74	4.73	3.91	3.36	2.25	1.3	1.64	1.8	2.78	2.82
TRINITY_DN23492_c0_g1	0.33	1.45	0.85	1.55	1.8	1.55	1.49	0.45	1.16	1.96	1.43	0.78
TRINITY_DN34240_c0_g8	0	0	4.31	0	5.82	8.92	0	0	0	3.56	0	0
TRINITY_DN30711_c1_g1	12.75	20.44	7.85	3.42	10.36	22.18	15.45	7.4	19.85	2.17	6.89	12.11
TRINITY_DN34240_c0_g3	4.42	3.23	4.54	3.93	3.21	3.99	2.84	3.59	4.08	2.63	3	4.56
TRINITY_DN34240_c0_g1	2.17	4.43	4.7	2.88	2.75	0.5	4.52	3.52	5.48	3.52	1.52	4.08
TRINITY_DN34240_c0_g4	2.81	3.37	2.29	3.11	3.45	3.15	2.44	1.9	2.89	1.92	1.78	2.69
TRINITY_DN30576_c2_g1	5.35	7.27	6.88	7.87	6.01	6.52	4.96	4.17	4.45	5.04	5.04	5.28
TRINITY_DN26484_c0_g1	1.25	1.84	2.24	3.14	5.28	5.58	18.87	9.95	7.21	2.83	2.8	1.51
TRINITY_DN23309_c0_g1	4.8	5.23	5.1	5.26	4.44	4.52	5.89	3.44	3.96	3.66	4.38	5.39
TRINITY_DN33952_c1_g4	0.78	0.73	1.17	1.3	2	0.91	1.87	2.01	2.15	3.59	2.8	1.23
TRINITY_DN23612_c0_g2	4.24	10.23	4.65	2.95	6.63	2.39	1.98	4.21	3.28	1.4	6.64	3.3
TRINITY_DN23612_c0_g1	0.76	2.86	3.79	4.65	4.39	4.02	2.93	2.36	1.75	6.32	2.75	2.01
TRINITY_DN21033_c0_g1	0	0	0	0	0	0	0	0	0	0	17.98	0
TRINITY_DN21033_c0_g2	58.61	74.38	73.73	83.85	74.24	66.8	53.75	46.25	47.11	51.74	52.75	58.17
TRINITY_DN26980_c0_g1	3.52	5.32	3.52	4.7	3.76	3.79	3.86	2.2	2.34	2.34	2.28	2.3
TRINITY_DN33944_c0_g2	8.67	7.47	5.42	6.43	6.86	6.19	9.69	7.32	12.29	12.81	12.01	11.38
TRINITY_DN25135_c0_g1	10.57	13.28	11.87	12.5	9.92	11.8	10.48	9.8	15.78	11.98	11.55	12.94
TRINITY_DN33794_c0_g1	6.29	7.49	6.75	7.53	5.63	4.91	5.44	3.43	4.51	4.04	3.66	4.88
TRINITY_DN24756_c0_g1	1.45	1.24	1.68	2.42	2.49	1.92	2.12	2.22	2.25	2.62	1.9	2.04
TRINITY_DN26768_c0_g1	15.83	18.15	25.7	19.51	31.18	22.26	8.27	4.9	16.17	12.92	8.37	13.51
TRINITY_DN25478_c0_g1	1.89	1.54	1.79	2.07	1.78	1.9	1.68	2.48	2.16	1.92	1.83	1.83
TRINITY_DN15508_c0_g1	0	4.02	0	5.47	0	8.41	8.18	0	6.71	3.34	5.07	0
TRINITY_DN35260_c3_g1	1.45	1.77	1.64	1.23	1.24	1.57	0.7	0.23	1.69	0.79	1.22	1.03
TRINITY_DN35354_c2_g9	7.69	8.26	9.5	9.62	7.74	9.69	8.09	7.04	4.35	7.62	6.57	6.06
TRINITY_DN29842_c5_g1	8.63	8.04	7.79	8.9	4.17	3.43	2.8	2.07	2.99	5.79	4.68	5.61
TRINITY_DN33251_c2_g1	2.62	3.3	2.3	2.1	1.34	1.38	1.32	0.68	0.74	1.16	1.88	2.26
TRINITY_DN35354_c2_g6	2.62	0	0	0.49	1.19	0	1.28	2.22	1.67	0.84	1.72	0.55
TRINITY_DN27267_c0_g1	88.69	67.87	75.3	78.41	62.06	63.44	89.26	91.2	96.15	92.07	99.33	89.27
TRINITY_DN29480_c1_g2	17.23	19.24	20.38	18.95	16.91	18.94	16.17	16.2	14.66	18.09	17.83	14.96
TRINITY_DN32943_c0_g1	19.4	16.46	17.33	16.1	13.77	16.78	15.4	15.68	12.82	17.69	17.94	15.07
TRINITY_DN12382_c0_g1	0.76	15.97	0	0	0	0	0	0	0	0	0	0.34
TRINITY_DN35674_c3_g1	3.05	3.02	2.5	2.69	1.57	1.53	1.36	0.44	0.28	1.48	0.74	0.82
TRINITY_DN31017_c0_g1	3.23	3.42	3.72	3.14	3.53	3.96	2.72	2.13	1.22	2.02	2.12	2.11
TRINITY_DN29914_c0_g1	4.59	6.13	8.3	9.54	6.18	7.2	4.81	2.44	5.83	4.14	4.45	4.9
TRINITY_DN24419_c0_g1	23.29	31.66	26.63	34.62	28.95	26.02	29.01	20.89	30.43	24.08	28.07	28.09
TRINITY_DN32747_c3_g3	3.92	8.52	8.06	7.48	4.41	5.38	3.59	1.89	2.82	4.09	3.85	4.55
TRINITY_DN32747_c3_g2	7.14	8.55	9.02	9.56	7.03	8.27	6.33	4.89	5.63	6.57	7.51	7.14
TRINITY_DN32747_c3_g1	16.48	19.41	22.15	20.01	18.69	20.9	18.39	18.05	14.03	17.45	17.36	17.08
TRINITY_DN26936_c2_g1	0	7.11	10.81	14.47	0	26.31	7.22	3.38	14.97	5.95	11.41	25.54
TRINITY_DN25040_c1_g1	1.45	1.84	0.79	1.07	0.44	0.54	1.22	1.1	3.01	2.39	1.68	3.52
TRINITY_DN25040_c1_g3	9.96	7.64	6.42	7.58	5.76	3.94	5.64	5.46	7.68	12.16	14.21	12.3
TRINITY_DN20949_c0_g1	2.79	5.64	3.69	6.21	6.47	4.64	4.38	4.55	4.28	2.06	3.62	3.11
TRINITY_DN38233_c0_g1	0	0	0	0	0	0	17.34	0	0	0	0	0
TRINITY_DN14894_c0_g1	1.06	1.32	6.64	1.72	1.99	3.99	0.87	1.06	0.29	0.5	0.31	0.92
TRINITY_DN25938_c0_g1	0.84	1.15	1.68	1.53	0.93	1.26	1.1	2.08	1.78	1.75	1.7	2.36
TRINITY_DN33644_c0_g2	1.39	4.02	3.58	4	2.82	3.23	0.69	1.18	2.49	1.13	2.11	1.2
TRINITY_DN33644_c0_g1	1.51	3.01	1.99	6.52	4.79	3.8	1.97	1.84	2.78	2.07	1.72	0.9
TRINITY_DN15446_c0_g1	4.9	10.04	24.87	29.28	21.68	42.19	10.08	17.66	12.34	13.81	9.84	4.72
TRINITY_DN26379_c1_g1	242.42	286.52	251.95	268.78	301.34	222.59	153.89	147.84	221.74	166.37	206.54	220.59
TRINITY_DN24638_c0_g1	5.04	3.75	2.26	1.5	1.62	1.65	1.59	4.13	2.25	2.17	3.31	8.09
TRINITY_DN34669_c0_g1	4.51	5.6	5.32	5.54	5.13	5.5	3.91	3.57	3.54	3.9	5.11	4.45
TRINITY_DN34244_c3_g1	39.42	51.99	52.81	59.63	50.59	57.56	46.62	33.45	38.09	40.5	44	36.08
TRINITY_DN29470_c1_g1	366.29	308.57	345.96	346	369.73	292.6	333.49	560.19	518.43	354.74	388.7	454.01
TRINITY_DN25911_c0_g7	0.71	2.26	4.06	2.06	2.15	1.15	0.93	0.51	0.23	1.83	0.93	2
TRINITY_DN20392_c0_g1	23.44	28.92	24.66	29.48	33.25	24.06	21.19	23.5	31.76	23.62	27.14	28.64
TRINITY_DN36325_c0_g3	18.51	15.16	17.51	15.82	14.04	17.96	17.14	14.45	9.49	17.87	16.96	13.46
TRINITY_DN25459_c0_g1	11.39	13.39	12.27	12.79	9.86	10.21	9.92	8.54	10.3	11.12	11.67	13.32
TRINITY_DN32533_c5_g1	0.78	2.46	3.61	2.97	1.84	1.4	0.87	0.59	0.44	1.17	0.85	0.71
TRINITY_DN35978_c0_g11	3.1	2.08	1.47	3.46	0	0	1.4	1.46	2.62	1.29	0.59	1.58
TRINITY_DN25163_c0_g1	2.88	3	2.66	2.79	2.12	1.31	0.98	0.63	0.61	1.03	1.66	1.99
TRINITY_DN35645_c4_g1	1.26	3.56	4.71	11.04	12.53	11.19	5.79	5.93	4.98	5.02	3.52	2.98
TRINITY_DN58659_c0_g1	0	32.06	0	0	0	0	0	0	0	0	0	0
TRINITY_DN35120_c0_g1	5.87	8.1	6.99	8.01	6.58	7.66	7.44	5.9	6.3	6.71	6.21	5.6
TRINITY_DN32212_c1_g4	5.8	5.16	6.43	6.73	5.31	4.75	3.91	1.79	1.78	2.28	2.15	3.21
TRINITY_DN32212_c1_g5	5.46	8.2	6.14	21.15	7.92	4.06	11.75	14.24	8.55	6.27	6.32	1.36
TRINITY_DN31713_c0_g1	23.42	21.02	27.29	30.96	47.85	59.15	88.61	66.08	56.87	30.23	31.39	22.9
TRINITY_DN34352_c3_g8	1.81	2.2	1.87	2.35	0.8	2.24	1.87	1.34	1.12	2.31	1.6	1.65
TRINITY_DN34852_c0_g5	3.35	9.86	7.47	8.49	3.49	6.53	5.08	1.44	7.28	2.83	4.86	5.21
TRINITY_DN34352_c3_g5	1.25	2.2	2.52	0.62	2.11	2.25	1.53	0.65	1.88	0.28	1.09	1.47
TRINITY_DN34852_c0_g2	0	11.05	25.41	3.71	3.74	5.96	0	5.31	4.74	2.34	14.72	13.13
TRINITY_DN23685_c0_g1	8.07	11.65	57.87	32.73	56.68	51.1	76.67	75.43	37.62	24.28	28.72	14.3
TRINITY_DN6270_c0_g1	1.63	1.38	0	3.59	1.86	3.15	1.38	4.14	3.74	2.43	0	0
TRINITY_DN20498_c0_g2	71.59	54.92	53.85	47.57	49.16	43.71	37.14	46.98	36.79	44.34	46.95	54.72
TRINITY_DN30224_c4_g5	2.43	3.48	3.05	1.23	1.85	1.66	1.59	0.94	2.94	2.81	4.48	4.03
TRINITY_DN26213_c0_g1	10.72	12.85	10.22	12.5	10.36	8.22	9.41	7.14	12.29	9.61	10.42	11.64
TRINITY_DN33917_c0_g1	12.2	14.66	14.33	9.31	10.47	12.5	8.43	9.52	9.7	9.92	10.73	9.09
TRINITY_DN33243_c0_g1	5.78	7.69	9.19	8.29	6.55	7.87	6.02	5.02	4.13	5.75	5.56	4.47
TRINITY_DN4764_c0_g1	11.57	9.34	12.37	15.07	21.62	24.69	36.63	32.35	37.32	25.93	22.76	16.7
TRINITY_DN1398_c0_g1	697.52	1041.24	1170.18	421.97	695.11	735.07	1064.22	752.97	1077.34	946.12	1343.54	1034.44
TRINITY_DN36347_c4_g1	30.46	30.5	30.75	28.53	23.82	26.78	18.61	18.19	10.7	23.33	21.62	22.2
TRINITY_DN34193_c0_g4	1.41	3.18	1.35	0	0	1.54	0.64	0.67	0.6	2.97	0.55	2.9
TRINITY_DN20300_c0_g1	4.39	4.85	4.38	6.41	4.61	5.33	2.86	1.3	2.01	4.11	2.9	1.76
TRINITY_DN31330_c2_g1	8.47	9.52	9.22	7.92	3.95	6.15	6.75	4.06	5.22	8.82	11.62	7.92
TRINITY_DN25073_c0_g1	2.64	1.68	2.39	1.6	1.34	2.09	0.39	1.28	0.73	1.68	2.75	2.51
TRINITY_DN22879_c0_g1	87.49	82.14	65.26	68.47	71.74	54.93	55.19	83.08	130.47	106.91	143.35	126.9
TRINITY_DN33126_c0_g4	6.14	10.7	10.1	11.48	7.96	9.86	7.26	5.41	6.6	6.85	6.97	7
TRINITY_DN58902_c0_g1	0	37.79	0	0	0	0	0	0	0	0	0	0
TRINITY_DN33279_c11_g1	0	0	3.88	2.48	0	2.09	0	0	1.66	1.62	0	2.2
TRINITY_DN24242_c2_g1	60.99	58.91	47.74	39.84	31.28	29.2	22.33	15.2	16.74	31.84	32.44	38.51
TRINITY_DN22111_c0_g1	27.64	22.78	26.09	22.58	27.58	27.42	22.92	30.97	32.33	34.8	37.8	34.37
TRINITY_DN29585_c1_g4	33.67	48.95	43.55	66.1	61.54	67.94	46.79	42.5	50.06	32.26	47.27	32.86
TRINITY_DN33126_c0_g2	0	5.39	7.44	2.37	0	6.01	1.8	5.3	4.77	1.55	1.28	4.21
TRINITY_DN36539_c0_g1	0.43	20.12	0	0	0	0	0	0	0	0	0	0.18
TRINITY_DN49782_c0_g1	0	0	0	0	3.64	11.63	8.14	2.59	2.31	6.83	3.6	0
TRINITY_DN30060_c0_g1	20.76	29.91	28.98	31.17	28.1	22.9	16.98	12.43	14.59	14.49	15.37	16.75
TRINITY_DN26916_c0_g1	183.08	62.38	24.84	10.04	7.86	13.68	1.89	4	24.02	143.86	316.93	330.4
TRINITY_DN25293_c1_g1	30.21	35.65	34.39	27.62	22.91	16.64	8.87	8.48	7.11	6.56	9.71	15.54
TRINITY_DN29259_c0_g1	6.14	5.97	5.93	5.66	4.29	3.9	3.94	3.33	4.7	5.53	6.63	8.31
TRINITY_DN20475_c0_g1	2.42	2.89	0.76	1.8	3.92	3.46	0.73	0	0.68	1.34	1.22	3.3
TRINITY_DN31219_c0_g1	11.32	12.67	10.05	14.01	7.41	8.64	6.19	4.21	6	7.74	5.54	5.12
TRINITY_DN34429_c0_g1	40.93	53.86	50.61	55.71	58.5	48.05	43.5	44.11	47.12	36.3	46.44	42.07
TRINITY_DN23477_c0_g1	1.57	2.23	2.46	3.8	3.42	3.01	4.11	2.88	1.72	2.25	2.57	2.58
TRINITY_DN36019_c0_g4	5.25	5.31	6.81	7.12	5.76	5.48	5.21	2.67	5.74	4.53	6.22	5.34
TRINITY_DN35378_c1_g1	11.17	13.82	14.52	13.85	12.26	10.34	9.23	6.66	6.72	6.95	8.46	11.48
TRINITY_DN480_c0_g1	0	0	0	0	0	0	7.31	0	5.67	0	8.35	0
TRINITY_DN32015_c3_g1	2.78	4.07	3.96	4.19	2.81	4.11	2.93	2.2	2.78	3.2	2.88	2.87
TRINITY_DN34996_c0_g1	2.35	2.49	2.96	3.01	3.33	3.42	3.73	1.88	1.51	2.24	1.97	2.09
TRINITY_DN17263_c0_g1	0	0	5.65	3.71	0	2.98	2.79	0	0	0	1.84	6.56
TRINITY_DN17263_c0_g3	40.45	37.67	60.55	75.89	14.56	55.24	54.29	44.02	64.78	43.28	26.99	47.91
TRINITY_DN36019_c0_g1	6.19	5.54	3.55	2.61	3.06	3.87	1.98	1.76	2.68	3.4	4.54	5.13
TRINITY_DN25824_c0_g1	15.22	13.32	16.01	20.08	22.04	30.28	29.2	25.62	29.95	20.89	20.33	16.04
TRINITY_DN29082_c1_g2	4.82	7.3	8.92	9.76	4.96	9.35	5.6	4.64	2.78	7.15	3.87	3.35
TRINITY_DN29082_c1_g1	0	0	5.47	2.32	2.37	1.97	0	0	1.56	3.05	0	0
TRINITY_DN29298_c0_g1	20.67	23.88	24.83	24.77	21.81	20.22	12.56	12.24	10.5	14.22	16.24	17.39
TRINITY_DN26942_c3_g1	0	0	9.19	0	6.22	9.48	9.33	8.61	7.56	3.79	2.84	0
TRINITY_DN26942_c3_g2	14.85	14.88	14.27	12.49	13.74	14.11	11.88	9.95	9.64	7.69	9.31	10.04
TRINITY_DN30751_c0_g3	19.39	10.55	11.68	14.38	13.21	14.69	8.87	9.95	5.76	7.06	5.48	4.66
TRINITY_DN21965_c0_g1	0.68	2.8	2.08	2.56	1.33	4.83	0.51	1.3	1.83	1.19	0.7	0.9
TRINITY_DN31309_c2_g1	2.08	3.33	3.6	3.98	3.35	4.74	3.25	5.55	2.91	4.27	2.78	2.4
TRINITY_DN34699_c2_g1	8.08	10.75	19.78	17.34	50	59.21	81.36	80.39	59.41	32.06	56.55	16.69
TRINITY_DN36194_c1_g1	8.31	7.75	7.9	10.67	15.02	18.03	35.52	30.83	32.38	23.93	20.86	11.86
TRINITY_DN36404_c9_g7	0	1.92	1.01	7.35	6.51	7.9	3.86	1.98	2.67	2.61	0.77	2.21
TRINITY_DN7241_c0_g1	0.07	31.24	0	0	0	0	0.07	0	0	0	0	0.14
TRINITY_DN28817_c0_g1	2.85	2.47	2.14	3.67	4.18	3.43	3.82	1.66	1.16	1.6	1.53	1.64
TRINITY_DN28893_c0_g1	52.96	76.54	83.03	86.93	69.96	67.19	47.07	31.47	38.9	49.18	45.77	51.82
TRINITY_DN31991_c4_g1	2.81	2.32	2.24	3.47	2.09	1.23	1.79	1.95	2.52	3.35	3.02	3.19
TRINITY_DN54843_c0_g1	0.1	19.97	0	0	0	0	0	0	0	0	0	0.1
TRINITY_DN18599_c0_g1	0.87	3.56	0.87	2.85	1.12	2.76	3.38	2.44	3.79	3.29	3.28	2.13
TRINITY_DN18599_c0_g2	0.89	1.66	0.44	1.98	1.69	2.05	1.69	0	4.42	4.41	1.16	0
TRINITY_DN29791_c0_g1	20.26	12.94	15.74	17.43	19.77	30.83	48.52	80.99	41.39	37.3	34.34	25.9
TRINITY_DN11439_c0_g2	27.68	25.75	23.65	27.03	23.58	20.49	20.24	24.47	30.15	27.51	27.11	33.85
TRINITY_DN29755_c1_g1	19.69	22.43	22.09	18.29	16.79	15.02	15.25	12.01	16.33	17.43	20.56	20.61
TRINITY_DN35488_c1_g3	18.16	7.86	8.13	8.26	10.76	14.08	22.95	21.07	15.57	16.67	17.92	16.67
TRINITY_DN28175_c3_g2	13.72	16.43	14.19	14.64	12.87	13.26	15.12	12.79	13.62	14.12	13.74	13.95
TRINITY_DN23922_c0_g1	105.34	74.61	44.25	28.79	20.95	3.48	0.84	1.63	4.42	16.22	38.02	90.37
TRINITY_DN57835_c0_g1	0	0	15.72	0	0	0	0	0	0	0	0	0
TRINITY_DN29322_c1_g1	26.46	22.29	22.11	21.91	18.02	19.45	19.79	23.09	23.17	30.92	32.01	33.73
TRINITY_DN34317_c2_g5	1.35	1.59	1.35	1.86	0	1.6	0.33	1.06	0.31	3.47	2.51	0.71
TRINITY_DN34317_c2_g4	12.77	1.35	0	10.56	3.66	4.64	4.07	4.07	6.12	4.78	4.07	9.45
TRINITY_DN34317_c2_g7	81.84	66.57	43.25	41.32	30.52	9.19	9.38	16.02	51.12	76.42	107.71	128.61
